Drug_name	DrugBank_ID	CHEMBL_ID	Gene_name	UniProt	Source	EntrezID
thiothixene	DB01623	CHEMBL1201	HTR2A	P28223	IUPHAR	3356
thiothixene	DB01623	CHEMBL1201	HTR2C	P28335	BindingDB	3358
thiothixene	DB01623	CHEMBL1201	HTR6	P50406	BindingDB	3362
thymol	DB02513	CHEMBL29411	TRPA1	O75762	CHEMBL,TTD	8989
tiagabine	DB00906	CHEMBL1027	SLC6A1	P30531	CHEMBL,TTD,IUPHAR,BindingDB	6529
tiaprofenic acid	DB01600	CHEMBL365795	CASP1	P29452	BindingDB	834
tiaprofenic acid	DB01600	CHEMBL365795	CASP3	P42574	BindingDB	836
tiaprofenic acid	DB01600	CHEMBL365795	CASP4	P49662	BindingDB	837
tiaprofenic acid	DB01600	CHEMBL365795	CASP5	P51878	BindingDB	838
tiaprofenic acid	DB01600	CHEMBL365795	CASP9	P55211	BindingDB	842
tibolone	DB09070	CHEMBL2103774	CYP2C19	P33261	CHEMBL	1557
tibolone	DB09070	CHEMBL2103774	ESR1	P03372	CHEMBL,IUPHAR	2099
tibolone	DB09070	CHEMBL2103774	SLC6A4	P31645	CHEMBL	6532
ticagrelor	DB08816	CHEMBL398435	P2RY12	Q9H244	CHEMBL,IUPHAR,BindingDB	64805
ticagrelor	DB08816	CHEMBL398435	SLC29A1	Q99808	IUPHAR	2030
ticlopidine	DB00208	CHEMBL833	ADRA2A	P08913	CHEMBL	150
ticlopidine	DB00208	CHEMBL833	ADRA2B	P18089	CHEMBL	151
ticlopidine	DB00208	CHEMBL833	ADRA2C	P18825	CHEMBL	152
ticlopidine	DB00208	CHEMBL833	CYP1A1	P04798	BindingDB	1543
ticlopidine	DB00208	CHEMBL833	CYP2B6	CP2B6_HUMAN	TTD,IUPHAR	1555
ticlopidine	DB00208	CHEMBL833	CYP2C19	P33261	CHEMBL,BindingDB	1557
ticlopidine	DB00208	CHEMBL833	CYP2D6	P10635	CHEMBL,TTD	1565
ticlopidine	DB00208	CHEMBL833	SIGMAR1	Q99720	CHEMBL	10280
tiludronic acid	DB01133	CHEMBL1350	MMP2	P08253	CHEMBL,TTD,IUPHAR	4313
timolol	DB00373	CHEMBL499	ADRB1	P08588	CHEMBL,TTD,BindingDB	153
timolol	DB00373	CHEMBL499	ADRB2	P07550	CHEMBL,TTD,IUPHAR,BindingDB	154
timolol	DB00373	CHEMBL499	ADRB3	P13945	CHEMBL,BindingDB	155
tioconazole	DB01007	CHEMBL1200438	CYP17A1	P05093	CHEMBL,TTD,BindingDB	1586
tiotropium	DB01409	CHEMBL1900528	ADRB2	ADRB2_HUMAN	TTD	154
tiotropium	DB01409	CHEMBL1900528	CHRM1	P11229	IUPHAR	1128
tiotropium	DB01409	CHEMBL1900528	CHRM2	P08172	IUPHAR	1129
tiotropium	DB01409	CHEMBL1900528	CHRM3	ACM3_HUMAN	TTD,IUPHAR	1131
tiotropium	DB01409	CHEMBL1900528	CHRM4	P08173	IUPHAR	1132
tiotropium	DB01409	CHEMBL1900528	CHRM5	P08912	IUPHAR	1133
tipiracil	DB09343	CHEMBL235668	TYMP	P19971	CHEMBL	1890
tipranavir	DB00932	CHEMBL222559	CTSE	P14091	CHEMBL,TTD	1510
tipranavir	DB00932	CHEMBL222559	PGA5	P0DJD9	CHEMBL,TTD	5222
tirbanibulin	DB06137	CHEMBL571546	ABL1	P00519	CHEMBL	25
tirbanibulin	DB06137	CHEMBL571546	LYN	P07948	CHEMBL,TTD	4067
tirbanibulin	DB06137	CHEMBL571546	SRC	P12931	CHEMBL,TTD	6714
tirofiban	DB00775	CHEMBL916	ITGB3	P05106	CHEMBL	3690
tivozanib	DB11800	CHEMBL1289494	EPHB2	P29323	CHEMBL,TTD	2048
tivozanib	DB11800	CHEMBL1289494	FLT1	P17948	CHEMBL,TTD,IUPHAR	2321
tivozanib	DB11800	CHEMBL1289494	FLT4	P35916	CHEMBL,TTD,IUPHAR	2324
tivozanib	DB11800	CHEMBL1289494	KDR	P35968	CHEMBL,TTD,IUPHAR	3791
tivozanib	DB11800	CHEMBL1289494	PDGFRA	P16234	CHEMBL,TTD	5156
tizanidine	DB00697	CHEMBL1079	NISCH	Q9Y2I1	CHEMBL,TTD	11188
tofacitinib	DB08895	CHEMBL221959	ABL1	P00519	CHEMBL	25
tofacitinib	DB08895	CHEMBL221959	AKT1	AKT1_HUMAN	TTD	207
tofacitinib	DB08895	CHEMBL221959	BMP2K	Q9NSY1	CHEMBL	55589
tofacitinib	DB08895	CHEMBL221959	CAMK1	Q14012	CHEMBL	8536
tofacitinib	DB08895	CHEMBL221959	CAMK1D	Q8IU85	CHEMBL	57118
tofacitinib	DB08895	CHEMBL221959	CAMK2A	Q9UQM7	CHEMBL	815
tofacitinib	DB08895	CHEMBL221959	CAMK2D	Q13557	CHEMBL	817
tofacitinib	DB08895	CHEMBL221959	CDK2	CDK2_HUMAN	TTD	1017
tofacitinib	DB08895	CHEMBL221959	CDK5	CDK5_HUMAN	TTD	1020
tofacitinib	DB08895	CHEMBL221959	CHEK1	CHK1_HUMAN	TTD	1111
tofacitinib	DB08895	CHEMBL221959	CSK	CSK_HUMAN	TTD	1445
tofacitinib	DB08895	CHEMBL221959	DCLK1	O15075	CHEMBL	9201
tofacitinib	DB08895	CHEMBL221959	DCLK3	Q9C098	CHEMBL	85443
tofacitinib	DB08895	CHEMBL221959	DMPK	Q09013	CHEMBL	1760
tofacitinib	DB08895	CHEMBL221959	EGFR	EGFR_HUMAN	TTD	1956
tofacitinib	DB08895	CHEMBL221959	FYN	P06241	CHEMBL	2534
tofacitinib	DB08895	CHEMBL221959	GRK7	Q8WTQ7	CHEMBL	131890
tofacitinib	DB08895	CHEMBL221959	GSK3B	GSK3B_HUMAN	TTD	2932
tofacitinib	DB08895	CHEMBL221959	INSR	INSR_HUMAN	TTD	3643
tofacitinib	DB08895	CHEMBL221959	JAK1	P23458	CHEMBL,TTD,IUPHAR	3716
tofacitinib	DB08895	CHEMBL221959	JAK2	O60674	CHEMBL,TTD,IUPHAR	3717
tofacitinib	DB08895	CHEMBL221959	JAK3	P52333	CHEMBL,TTD,IUPHAR	3718
tofacitinib	DB08895	CHEMBL221959	LCK	P06239	CHEMBL,TTD	3932
tofacitinib	DB08895	CHEMBL221959	LRRK2	Q5S007	CHEMBL	120892
tofacitinib	DB08895	CHEMBL221959	MAP4K2	Q12851	CHEMBL	5871
tofacitinib	DB08895	CHEMBL221959	MAPK11	MK11_HUMAN	TTD	5600
tofacitinib	DB08895	CHEMBL221959	MAPK12	MK12_HUMAN	TTD	6300
tofacitinib	DB08895	CHEMBL221959	MAPK14	MK14_HUMAN	TTD	1432
tofacitinib	DB08895	CHEMBL221959	MAPK8	MK08_HUMAN	TTD	5599
tofacitinib	DB08895	CHEMBL221959	MAPKAPK2	MAPK2_HUMAN	TTD	9261
tofacitinib	DB08895	CHEMBL221959	MAPKAPK5	MAPK5_HUMAN	TTD	8550
tofacitinib	DB08895	CHEMBL221959	MKNK2	Q9HBH9	CHEMBL	2872
tofacitinib	DB08895	CHEMBL221959	NUAK2	Q9H093	CHEMBL	81788
tofacitinib	DB08895	CHEMBL221959	PDK1	PDK1_HUMAN	TTD	5163
tofacitinib	DB08895	CHEMBL221959	PIK3CA	PK3CA_HUMAN	TTD	5290
tofacitinib	DB08895	CHEMBL221959	PKN1	Q16512	CHEMBL,IUPHAR	5585
tofacitinib	DB08895	CHEMBL221959	PKN2	Q16513	CHEMBL	5586
tofacitinib	DB08895	CHEMBL221959	PRKCA	KPCA_HUMAN	TTD	5578
tofacitinib	DB08895	CHEMBL221959	PRKCD	Q05655	CHEMBL	5580
tofacitinib	DB08895	CHEMBL221959	RET	P07949	CHEMBL	5979
tofacitinib	DB08895	CHEMBL221959	ROCK1	Q13464	CHEMBL	6093
tofacitinib	DB08895	CHEMBL221959	ROCK2	O75116	CHEMBL,TTD	9475
tofacitinib	DB08895	CHEMBL221959	RPS6KA1	Q15418	CHEMBL	6195
tofacitinib	DB08895	CHEMBL221959	RPS6KA2	Q15349	CHEMBL	6196
tofacitinib	DB08895	CHEMBL221959	RPS6KA3	KS6A3_HUMAN	TTD	6197
tofacitinib	DB08895	CHEMBL221959	RPS6KA5	KS6A5_HUMAN	TTD	9252
tofacitinib	DB08895	CHEMBL221959	RPS6KA6	Q9UK32	CHEMBL	27330
tofacitinib	DB08895	CHEMBL221959	RPS6KB1	KS6B1_HUMAN	TTD	6198
tofacitinib	DB08895	CHEMBL221959	SGK1	SGK1_HUMAN	TTD	6446
tofacitinib	DB08895	CHEMBL221959	STK3	Q13188	CHEMBL	6788
tofacitinib	DB08895	CHEMBL221959	TNK1	Q13470	CHEMBL	8711
tofacitinib	DB08895	CHEMBL221959	TYK2	P29597	CHEMBL,TTD,IUPHAR	7297
tofacitinib	DB08895	CHEMBL221959	ULK3	Q6PHR2	CHEMBL	25989
tolazoline	DB00797	CHEMBL770	ADRA2A	P08913	IUPHAR	150
tolazoline	DB00797	CHEMBL770	ADRA2B	P18089	IUPHAR	151
tolazoline	DB00797	CHEMBL770	ADRA2C	P18825	IUPHAR	152
tolazoline	DB00797	CHEMBL770	HTR1B	5HT1B_HUMAN	TTD	3351
tolazoline	DB00797	CHEMBL770	HTR1D	5HT1D_HUMAN	TTD	3352
tolazoline	DB00797	CHEMBL770	TAAR1	Q96RJ0	CHEMBL,TTD	134864
tolbutamide	DB01124	CHEMBL782	ALB	P02768	BindingDB	213
tolcapone	DB00323	CHEMBL1324	COMT	P21964	CHEMBL,TTD,IUPHAR	1312
tolcapone	DB00323	CHEMBL1324	GPR35	Q9HC97	CHEMBL,TTD	2859
tolcapone	DB00323	CHEMBL1324	TTR	P02766	CHEMBL	7276
tolfenamic acid	DB09216	CHEMBL121626	AKR1C3	P42330	CHEMBL,IUPHAR	8644
tolfenamic acid	DB09216	CHEMBL121626	ATG4B	Q9Y4P1	BindingDB	23192
tolfenamic acid	DB09216	CHEMBL121626	PLA2G1B	P00592	BindingDB	5319
tolfenamic acid	DB09216	CHEMBL121626	TTR	P02766	CHEMBL	7276
tolmetin	DB00500	CHEMBL1020	AKR1B1	P15121	CHEMBL,TTD	231
tolmetin	DB00500	CHEMBL1020	CXCL8	P10145	CHEMBL,TTD,BindingDB	3576
tolmetin	DB00500	CHEMBL1020	PTGS1	P23219	CHEMBL,BindingDB	5742
tolnaftate	DB00525	CHEMBL83668	CYP2C19	P33261	CHEMBL	1557
tolnaftate	DB00525	CHEMBL83668	HTR2B	P41595	CHEMBL	3357
tolrestat	DB02383	CHEMBL436	AKR1A1	P14550	CHEMBL	10327
tolrestat	DB02383	CHEMBL436	AKR1B1	P15121	CHEMBL,IUPHAR	231
tolrestat	DB02383	CHEMBL436	AKR1B10	O60218	CHEMBL	57016
tolterodine	DB01036	CHEMBL1382	CHRM1	P11229	CHEMBL,TTD,IUPHAR	1128
tolterodine	DB01036	CHEMBL1382	CHRM2	P08172	CHEMBL,TTD,IUPHAR	1129
tolterodine	DB01036	CHEMBL1382	CHRM3	P20309	CHEMBL,TTD,IUPHAR,BindingDB	1131
tolterodine	DB01036	CHEMBL1382	CHRM4	P08173	CHEMBL,TTD,IUPHAR	1132
tolterodine	DB01036	CHEMBL1382	CHRM5	P08912	CHEMBL,TTD,IUPHAR,BindingDB	1133
tolterodine	DB01036	CHEMBL1382	KCNH2	KCNH2_HUMAN	TTD,BindingDB	3757
tolterodine	DB01036	CHEMBL1382	SCN5A	SCN5A_HUMAN	TTD	6331
tolvaptan	DB06212	CHEMBL344159	ABCB11	ABCBB_HUMAN	TTD	8647
tolvaptan	DB06212	CHEMBL344159	AVPR1A	P37288	IUPHAR	552
tolvaptan	DB06212	CHEMBL344159	AVPR2	P30518	CHEMBL,TTD,IUPHAR	554
topiramate	DB00273	CHEMBL220492	CA1	P00915	CHEMBL,TTD,IUPHAR,BindingDB	759
topiramate	DB00273	CHEMBL220492	CA12	O43570	CHEMBL,TTD,IUPHAR,BindingDB	771
topiramate	DB00273	CHEMBL220492	CA13	Q8N1Q1	CHEMBL	377677
topiramate	DB00273	CHEMBL220492	CA14	Q9ULX7	CHEMBL,TTD	23632
topiramate	DB00273	CHEMBL220492	CA2	P00918	CHEMBL,TTD,BindingDB	760
topiramate	DB00273	CHEMBL220492	CA4	P22748	CHEMBL,TTD,IUPHAR,BindingDB	762
topiramate	DB00273	CHEMBL220492	CA5A	P35218	CHEMBL,BindingDB,BindingDB	763
topiramate	DB00273	CHEMBL220492	CA5B	Q9Y2D0	CHEMBL	11238
topiramate	DB00273	CHEMBL220492	CA6	P23280	CHEMBL,TTD	765
topiramate	DB00273	CHEMBL220492	CA7	P43166	CHEMBL,TTD,IUPHAR,BindingDB	766
topiramate	DB00273	CHEMBL220492	CA9	Q16790	CHEMBL,TTD,BindingDB	768
topiramate	DB00273	CHEMBL220492	CAH1	Q9V396	BindingDB	759
topotecan	DB01030	CHEMBL84	CYP3A4	P08684	CHEMBL	1576
topotecan	DB01030	CHEMBL84	HIF1A	Q16665	CHEMBL,TTD,BindingDB	3091
topotecan	DB01030	CHEMBL84	SLC47A1	Q96FL8	CHEMBL,TTD,BindingDB	55244
topotecan	DB01030	CHEMBL84	SLC47A2	Q86VL8	CHEMBL,TTD,BindingDB	146802
topotecan	DB01030	CHEMBL84	TOP1	P11387	CHEMBL,TTD	7150
topotecan	DB01030	CHEMBL84	TOP2A	P11388	CHEMBL	7153
topotecan	DB01030	CHEMBL84	TOP2B	Q02880	BindingDB	7155
toremifene	DB00539	CHEMBL1655	HNF4A	P41235	BindingDB	3172
toremifene	DB00539	CHEMBL1655	HTR6	P50406	CHEMBL,TTD,BindingDB	3362
toremifene	DB00539	CHEMBL1655	PLIN1	O60240	BindingDB	5346
toremifene	DB00539	CHEMBL1655	PLIN5	Q00G26	BindingDB	440503
tramadol	DB00193	CHEMBL1237044	OPRD1	P41143	CHEMBL,TTD,IUPHAR,BindingDB	4985
tramadol	DB00193	CHEMBL1237044	OPRK1	P41145	CHEMBL,TTD,IUPHAR,BindingDB	4986
tramadol	DB00193	CHEMBL1237044	OPRM1	P35372	CHEMBL,TTD,IUPHAR,BindingDB	4988
tramadol	DB00193	CHEMBL1237044	SLC6A2	P23975	CHEMBL,TTD	6530
tramadol	DB00193	CHEMBL1237044	SLC6A4	P31645	CHEMBL,TTD,BindingDB	6532
trametinib	DB08911	CHEMBL2103875	ABCB1	P08183	CHEMBL,TTD	5243
trametinib	DB08911	CHEMBL2103875	MAP2K1	Q02750	CHEMBL,TTD,IUPHAR	5604
trametinib	DB08911	CHEMBL2103875	MAP2K2	P36507	CHEMBL,TTD,IUPHAR	5605
trandolapril	DB00519	CHEMBL1519	ACE	P12821	CHEMBL,IUPHAR,BindingDB	1636
trandolapril	DB00519	CHEMBL1519	SLC33A1	ACE_HUMAN	TTD	9197
tranexamic acid	DB00302	CHEMBL877	PLG	P00747	CHEMBL,TTD,BindingDB	5340
tranylcypromine	DB00752	CHEMBL3989843	CYP2A6	P11509	CHEMBL	1548
tranylcypromine	DB00752	CHEMBL3989843	CYP2B6	CP2B6_HUMAN	TTD	1555
tranylcypromine	DB00752	CHEMBL3989843	KDM1A	O60341	CHEMBL,TTD	23028
tranylcypromine	DB00752	CHEMBL3989843	MAOA	P21397	CHEMBL,TTD	4128
tranylcypromine	DB00752	CHEMBL3989843	MAOB	P27338	CHEMBL,TTD	4129
tranylcypromine	DB00752	CHEMBL3989843	TAAR1	TAAR1_HUMAN	TTD	134864
trazodone	DB00656	CHEMBL621	ADRA1A	P35348	BindingDB	148
trazodone	DB00656	CHEMBL621	ADRA1D	P25100	CHEMBL	146
trazodone	DB00656	CHEMBL621	ADRA2A	P08913	CHEMBL	150
trazodone	DB00656	CHEMBL621	ADRA2B	P18089	CHEMBL	151
trazodone	DB00656	CHEMBL621	ADRA2C	P18825	CHEMBL	152
trazodone	DB00656	CHEMBL621	DRD3	P35462	CHEMBL	1814
trazodone	DB00656	CHEMBL621	HLA-A	P04439	BindingDB	3105
trazodone	DB00656	CHEMBL621	HRH1	P35367	CHEMBL,BindingDB	3269
trazodone	DB00656	CHEMBL621	HTR2A	P28223	CHEMBL,IUPHAR	3356
trazodone	DB00656	CHEMBL621	HTR2B	P41595	CHEMBL,IUPHAR,BindingDB	3357
trazodone	DB00656	CHEMBL621	HTR2C	P28335	CHEMBL,IUPHAR,BindingDB	3358
trazodone	DB00656	CHEMBL621	SIGMAR1	Q99720	CHEMBL	10280
trazodone	DB00656	CHEMBL621	SLC6A3	P23977	BindingDB	6531
trazodone	DB00656	CHEMBL621	SLC6A4	P31645	CHEMBL,BindingDB	6532
treprostinil	DB00374	CHEMBL1237119	PTGDR	Q13258	IUPHAR	5729
treprostinil	DB00374	CHEMBL1237119	PTGER1	P34995	IUPHAR	5731
treprostinil	DB00374	CHEMBL1237119	PTGER2	P43116	IUPHAR	5732
treprostinil	DB00374	CHEMBL1237119	PTGER3	P43115	IUPHAR	5733
treprostinil	DB00374	CHEMBL1237119	PTGER4	P35408	IUPHAR	5734
treprostinil	DB00374	CHEMBL1237119	PTGIR	P43119	IUPHAR	5739
tretinoin	DB00755	CHEMBL38	ABCB11	ABCBB_HUMAN	TTD	8647
tretinoin	DB00755	CHEMBL38	ADORA3	P0DMS8	CHEMBL	140
tretinoin	DB00755	CHEMBL38	APP	P05067	CHEMBL	351
tretinoin	DB00755	CHEMBL38	HSPD1	P10809	CHEMBL	3329
tretinoin	DB00755	CHEMBL38	HTR2B	P41595	CHEMBL	3357
tretinoin	DB00755	CHEMBL38	MAPK1	P28482	CHEMBL	5594
tretinoin	DB00755	CHEMBL38	NR2E1	Q9Y466	IUPHAR	7101
tretinoin	DB00755	CHEMBL38	PIN1	Q13526	CHEMBL,TTD	5300
tretinoin	DB00755	CHEMBL38	PPARD	Q03181	IUPHAR	5467
tretinoin	DB00755	CHEMBL38	RARA	P10276	CHEMBL,TTD,IUPHAR	5914
tretinoin	DB00755	CHEMBL38	RARB	P10826	CHEMBL,TTD,IUPHAR	5915
tretinoin	DB00755	CHEMBL38	RARG	P13631	CHEMBL,TTD,IUPHAR	5916
tretinoin	DB00755	CHEMBL38	RORA	RORA_HUMAN	TTD	6095
tretinoin	DB00755	CHEMBL38	RORB	Q92753	CHEMBL,TTD,IUPHAR	6096
tretinoin	DB00755	CHEMBL38	RORC	RORG_HUMAN	TTD	6097
tretinoin	DB00755	CHEMBL38	RXRA	P19793	CHEMBL,TTD	6256
tretinoin	DB00755	CHEMBL38	RXRB	P28702	CHEMBL,TTD	6257
tretinoin	DB00755	CHEMBL38	RXRG	P48443	CHEMBL,TTD	6258
tretinoin	DB00755	CHEMBL38	SNCA	P37840	CHEMBL	6622
triamcinolone	DB00620	CHEMBL1451	NR3C1	P04150	CHEMBL,IUPHAR	2908
triamterene	DB00384	CHEMBL585	CASP1	P29466	CHEMBL	834
triamterene	DB00384	CHEMBL585	CTSG	P08311	CHEMBL	1511
triamterene	DB00384	CHEMBL585	CYP2D6	P10635	CHEMBL	1565
triamterene	DB00384	CHEMBL585	JAK2	Q62689	BindingDB	3717
triazolam	DB00897	CHEMBL646	GABRA1	P14867	CHEMBL,IUPHAR,BindingDB	2554
triazolam	DB00897	CHEMBL646	GABRA2	P47869	IUPHAR	2555
triazolam	DB00897	CHEMBL646	GABRA3	P34903	IUPHAR,BindingDB	2556
triazolam	DB00897	CHEMBL646	GABRA5	P31644	CHEMBL,IUPHAR,BindingDB	2558
triazolam	DB00897	CHEMBL646	GABRG2	P18507	CHEMBL	2566
triazolam	DB00897	CHEMBL646	PTAFR	P25105	BindingDB	5724
trichlormethiazide	DB01021	CHEMBL1054	CA1	P00915	CHEMBL,TTD	759
trichlormethiazide	DB01021	CHEMBL1054	CA12	O43570	CHEMBL,TTD,BindingDB	771
trichlormethiazide	DB01021	CHEMBL1054	CA14	Q9ULX7	CHEMBL,TTD	23632
trichlormethiazide	DB01021	CHEMBL1054	CA2	P00918	CHEMBL,TTD,BindingDB	760
trichlormethiazide	DB01021	CHEMBL1054	CA4	P22748	CHEMBL,TTD,BindingDB	762
trichlormethiazide	DB01021	CHEMBL1054	CA5A	P35218	CHEMBL,BindingDB	763
trichlormethiazide	DB01021	CHEMBL1054	CA5B	Q9Y2D0	CHEMBL	11238
trichlormethiazide	DB01021	CHEMBL1054	CA6	P23280	CHEMBL,TTD	765
trichlormethiazide	DB01021	CHEMBL1054	CA7	P43166	CHEMBL,TTD,BindingDB	766
trichlormethiazide	DB01021	CHEMBL1054	CA9	Q16790	CHEMBL,TTD,BindingDB	768
trichlormethiazide	DB01021	CHEMBL1054	CAH1	Q9V396	BindingDB	759
triclabendazole	DB12245	CHEMBL1086440	TTR	P02766	CHEMBL	7276
triclocarban	DB11155	CHEMBL1076347	EPHX1	P07099	CHEMBL	2052
triclocarban	DB11155	CHEMBL1076347	EPHX2	P34913	CHEMBL	2053
triclosan	DB08604	CHEMBL849	CBR1	P16152	CHEMBL,TTD,BindingDB	873
trifarotene	DB12808	CHEMBL3707313	RARA	RARA_HUMAN	TTD,IUPHAR	5914
trifarotene	DB12808	CHEMBL3707313	RARB	P10826	CHEMBL,TTD,IUPHAR	5915
trifarotene	DB12808	CHEMBL3707313	RARG	P13631	CHEMBL,TTD,IUPHAR	5916
trifluoperazine	DB00831	CHEMBL422	ABCB1	P08183	CHEMBL,TTD	5243
trifluoperazine	DB00831	CHEMBL422	ABCB11	ABCBB_HUMAN	TTD	8647
trifluoperazine	DB00831	CHEMBL422	ADRA1A	P35348	BindingDB	148
trifluoperazine	DB00831	CHEMBL422	CALM1	P0DP23	CHEMBL	801
trifluoperazine	DB00831	CHEMBL422	CHRM3	P11483	BindingDB	1131
trifluoperazine	DB00831	CHEMBL422	DHCR7	Q9UBM7	BindingDB	1717
trifluoperazine	DB00831	CHEMBL422	DRD2	P14416	IUPHAR	1813
trifluoperazine	DB00831	CHEMBL422	DRD4	P21917	IUPHAR	1815
trifluoperazine	DB00831	CHEMBL422	EBP	Q15125	CHEMBL,TTD	10682
trifluoperazine	DB00831	CHEMBL422	EBPL	Q9BY08	CHEMBL,BindingDB	84650
trifluoperazine	DB00831	CHEMBL422	HRH1	P35367	IUPHAR,BindingDB	3269
trifluoperazine	DB00831	CHEMBL422	HTR2A	P28223	IUPHAR	3356
trifluoperazine	DB00831	CHEMBL422	HTR2C	P28335	IUPHAR,BindingDB	3358
trifluoperazine	DB00831	CHEMBL422	HTR6	P50406	BindingDB	3362
trifluoperazine	DB00831	CHEMBL422	HTR7	P34969	BindingDB	3363
trifluoperazine	DB00831	CHEMBL422	KCNH2	Q12809	CHEMBL	3757
trifluoperazine	DB00831	CHEMBL422	SCN1A	P35498	CHEMBL	6323
trifluoperazine	DB00831	CHEMBL422	SIGMAR1	Q99720	CHEMBL,TTD,BindingDB	10280
trifluoperazine	DB00831	CHEMBL422	USP1	O94782	CHEMBL	7398
trifluperidol	DB13552	CHEMBL15023	EBP	Q15125	CHEMBL	10682
trifluperidol	DB13552	CHEMBL15023	SIGMAR1	Q99720	CHEMBL	10280
trihexyphenidyl	DB00376	CHEMBL1490	CHRM1	P11229	CHEMBL,IUPHAR	1128
trihexyphenidyl	DB00376	CHEMBL1490	CHRM2	P08172	CHEMBL	1129
trihexyphenidyl	DB00376	CHEMBL1490	CHRM3	P20309	CHEMBL,BindingDB	1131
trihexyphenidyl	DB00376	CHEMBL1490	CHRM4	P08173	CHEMBL	1132
trihexyphenidyl	DB00376	CHEMBL1490	CHRM5	P08912	CHEMBL,BindingDB	1133
trihexyphenidyl	DB00376	CHEMBL1490	CYP2D6	P10635	CHEMBL	1565
trihexyphenidyl	DB00376	CHEMBL1490	SIGMAR1	Q99720	CHEMBL	10280
trilaciclib	DB15442	CHEMBL3894860	CCND3	P30281	CHEMBL	896
trilaciclib	DB15442	CHEMBL3894860	CDK2	P24941	CHEMBL,IUPHAR	1017
trilaciclib	DB15442	CHEMBL3894860	CDK4	P11802	CHEMBL,IUPHAR	1019
trilaciclib	DB15442	CHEMBL3894860	CDK6	Q00534	IUPHAR	1021
trilaciclib	DB15442	CHEMBL3894860	CDK7	P50613	IUPHAR	1022
trilaciclib	DB15442	CHEMBL3894860	CDK9	P50750	IUPHAR	1025
trimetazidine	DB09069	CHEMBL203266	APOBEC3A	P31941	BindingDB	200315
trimetazidine	DB09069	CHEMBL203266	APOBEC3G	Q9HC16	BindingDB	60489
trimetazidine	DB09069	CHEMBL203266	CTDSP1	Q9GZU7	BindingDB	58190
trimethoprim	DB00440	CHEMBL22	DHFR	P00374	CHEMBL,TTD,BindingDB	1719
trimetrexate	DB01157	CHEMBL119	DHFR	P00374	CHEMBL,TTD,IUPHAR,BindingDB	1719
trimipramine	DB00726	CHEMBL644	HRH1	P35367	BindingDB	3269
trimipramine	DB00726	CHEMBL644	SLC6A2	P23975	IUPHAR	6530
trimipramine	DB00726	CHEMBL644	SLC6A3	Q01959	IUPHAR,BindingDB	6531
trimipramine	DB00726	CHEMBL644	SLC6A4	P31645	IUPHAR,BindingDB	6532
trioxsalen	DB04571	CHEMBL1475	ADORA2A	P29274	CHEMBL	135
trioxsalen	DB04571	CHEMBL1475	HTR2C	P28335	CHEMBL	3358
trioxsalen	DB04571	CHEMBL1475	MAOA	P21397	CHEMBL	4128
tripelennamine	DB00792	CHEMBL1241	HRH1	HRH1_HUMAN	TTD,IUPHAR,BindingDB	3269
triprolidine	DB00427	CHEMBL855	HRH1	P35367	CHEMBL,TTD,IUPHAR,BindingDB	3269
triptorelin	DB06825	CHEMBL1201334	GNRHR	P30968	IUPHAR	2798
troglitazone	DB00197	CHEMBL408	ABCB11	O95342	CHEMBL	8647
troglitazone	DB00197	CHEMBL408	ADORA3	P0DMS8	CHEMBL	140
troglitazone	DB00197	CHEMBL408	CA2	P00918	CHEMBL	760
troglitazone	DB00197	CHEMBL408	CYP2C9	P11712	CHEMBL	1559
troglitazone	DB00197	CHEMBL408	FOXM1	Q08050	CHEMBL	2305
troglitazone	DB00197	CHEMBL408	HTR2B	P41595	CHEMBL	3357
troglitazone	DB00197	CHEMBL408	MAOB	P27338	CHEMBL	4129
troglitazone	DB00197	CHEMBL408	MAPK1	P28482	CHEMBL	5594
troglitazone	DB00197	CHEMBL408	PPARG	P37231	CHEMBL,IUPHAR,BindingDB	5468
troglitazone	DB00197	CHEMBL408	TBXAS1	P24557	CHEMBL	6916
troleandomycin	DB13179	CHEMBL564085	CYP3A4	P08684	IUPHAR	1576
tropicamide	DB00809	CHEMBL1200604	CHRM1	P11229	CHEMBL	1128
tropicamide	DB00809	CHEMBL1200604	CHRM2	P08172	CHEMBL,IUPHAR	1129
tropicamide	DB00809	CHEMBL1200604	CHRM3	P20309	CHEMBL,IUPHAR	1131
tropicamide	DB00809	CHEMBL1200604	CHRM4	P08173	CHEMBL,IUPHAR	1132
tropicamide	DB00809	CHEMBL1200604	CHRM5	P08912	CHEMBL,IUPHAR	1133
tropicamide	DB00809	CHEMBL1200604	CYP2C19	P33261	CHEMBL	1557
tropicamide	DB00809	CHEMBL1200604	CYP2C9	P11712	CHEMBL	1559
tropisetron	DB11699	CHEMBL56564	CHRM5	P08912	CHEMBL	1133
tropisetron	DB11699	CHEMBL56564	CHRNA7	P36544	CHEMBL,TTD	1139
tropisetron	DB11699	CHEMBL56564	GLRB	P48167	IUPHAR	2743
tropisetron	DB11699	CHEMBL56564	HTR1A	P08908	CHEMBL,TTD	3350
tropisetron	DB11699	CHEMBL56564	HTR3A	P46098	CHEMBL,TTD,IUPHAR	3359
tropisetron	DB11699	CHEMBL56564	HTR4	5HT4R_HUMAN	TTD,IUPHAR	3360
tropisetron	DB11699	CHEMBL56564	SLC6A4	P31645	CHEMBL	6532
